Accident_Index,Vehicle_Reference,Casualty_Reference,Casualty_Class,Sex_of_Casualty,Age_of_Casualty,Age_Band_of_Casualty,Casualty_Severity,Pedestrian_Location,Pedestrian_Movement,Car_Passenger,Bus_or_Coach_Passenger,Pedestrian_Road_Maintenance_Worker,Casualty_Type,Casualty_Home_Area_Type
56498,2,1,1,2,19,4,3,0,0,0,0,-1,9,1
56499,2,1,1,1,21,5,3,0,0,0,0,-1,3,-1
56500,1,1,3,2,43,7,3,9,5,0,0,-1,0,1
56501,2,1,1,1,30,6,3,0,0,0,0,-1,19,1
56502,1,1,3,2,57,9,3,6,9,0,0,-1,0,1
56503,1,2,3,2,8,2,3,6,9,0,0,-1,0,-1
56504,1,1,3,2,45,7,3,4,1,0,0,-1,0,1
56505,1,1,3,1,3,1,3,5,2,0,0,-1,0,-1
56506,2,1,2,2,65,9,3,0,0,1,0,-1,9,1
56507,1,1,2,1,36,7,3,0,0,1,0,-1,9,-1
56508,1,2,2,1,25,5,3,0,0,2,0,-1,9,-1
56509,2,1,1,1,48,8,3,0,0,0,0,-1,9,1
56510,2,2,2,2,67,10,3,0,0,1,0,-1,9,1
56511,2,1,1,1,17,4,3,0,0,0,0,-1,3,1
56512,2,1,1,2,29,6,3,0,0,0,0,-1,9,1
56513,2,2,2,2,5,1,3,0,0,2,0,-1,9,1
56514,2,3,2,1,6,2,3,0,0,2,0,-1,9,1
56515,2,4,2,1,8,2,3,0,0,2,0,-1,9,1
56516,1,1,2,1,22,5,3,0,0,0,2,-1,11,1
56517,2,1,1,2,32,6,3,0,0,0,0,-1,9,1
56518,2,1,1,2,25,5,3,0,0,0,0,-1,9,1
56519,1,1,1,1,16,4,3,0,0,0,0,-1,1,-1
56520,1,1,1,1,25,5,3,0,0,0,0,-1,9,1
56521,1,2,2,2,16,4,3,0,0,1,0,-1,9,-1
56522,2,1,1,2,5,1,3,0,0,0,0,-1,1,1
56523,1,1,2,2,70,10,3,0,0,0,1,-1,11,-1
56524,1,1,3,1,39,7,3,6,6,0,0,-1,0,1
56525,1,1,1,2,48,8,3,0,0,0,0,-1,9,1
56526,2,2,1,1,46,8,3,0,0,0,0,-1,11,1
56527,2,3,2,1,46,8,3,0,0,2,4,-1,11,1
56528,2,4,2,1,43,7,3,0,0,2,4,-1,11,1
56529,1,1,1,1,48,8,3,0,0,0,0,-1,4,-1
56530,1,1,3,1,8,2,3,4,1,0,0,-1,0,1
56531,2,1,1,1,47,8,3,0,0,0,0,-1,5,1
56532,1,1,3,1,45,7,3,5,3,0,0,-1,0,1
56533,2,1,1,2,18,4,3,0,0,0,0,-1,9,1
56534,2,2,2,2,59,9,2,0,0,1,0,-1,9,1
56535,2,3,2,2,46,8,3,0,0,1,0,-1,9,1
56536,5,4,1,2,33,6,3,0,0,0,0,-1,9,-1
56537,2,1,1,1,17,4,3,0,0,0,0,-1,2,1
56538,1,1,1,1,21,5,3,0,0,0,0,-1,9,1
56539,2,2,1,2,40,7,3,0,0,0,0,-1,9,1
56540,1,1,3,2,6,2,3,5,4,0,0,-1,0,1
56541,1,1,3,1,14,3,2,5,3,0,0,-1,0,1
56542,1,1,3,1,26,6,3,8,3,0,0,-1,0,1
56543,1,1,3,1,17,4,3,9,5,0,0,-1,0,1
56544,1,1,1,2,15,3,3,0,0,0,0,-1,1,1
56545,1,1,1,1,34,6,3,0,0,0,0,-1,9,1
56546,2,2,1,1,35,6,3,0,0,0,0,-1,9,1
56547,3,1,1,1,36,7,3,0,0,0,0,-1,9,1
56548,1,1,3,2,14,3,3,5,1,0,0,-1,0,-1
56549,1,1,1,1,16,4,3,0,0,0,0,-1,2,1
56550,2,1,1,2,24,5,3,0,0,0,0,-1,9,2
56551,1,1,3,1,17,4,2,5,1,0,0,-1,0,-1
56552,1,1,3,1,17,4,3,5,1,0,0,-1,0,-1
56553,1,1,1,1,43,7,2,0,0,0,0,-1,9,1
56554,2,2,1,1,31,6,3,0,0,0,0,-1,19,1
56555,2,1,1,1,34,6,3,0,0,0,0,-1,1,1
56556,2,1,1,2,30,6,3,0,0,0,0,-1,9,1
56557,1,1,1,1,75,10,3,0,0,0,0,-1,9,1
56558,1,2,2,2,75,10,3,0,0,1,0,-1,9,1
56559,1,1,3,1,29,6,3,5,1,0,0,-1,0,1
56560,2,1,1,1,58,9,3,0,0,0,0,-1,1,1
56561,1,1,3,1,55,8,3,5,9,0,0,-1,0,1
56562,2,1,1,2,27,6,3,0,0,0,0,-1,9,1
56563,2,2,2,1,7,2,3,0,0,1,0,-1,9,1
56564,2,3,2,2,8,2,3,0,0,2,0,-1,9,1
56565,2,4,2,1,2,1,3,0,0,2,0,-1,9,1
56566,1,1,3,2,15,3,3,5,2,0,0,-1,0,1
56567,1,1,1,1,20,4,3,0,0,0,0,-1,9,-1
56568,2,2,1,1,38,7,3,0,0,0,0,-1,8,1
56569,1,1,1,1,16,4,3,0,0,0,0,-1,2,1
56570,2,1,1,1,45,7,3,0,0,0,0,-1,9,1
56571,1,1,3,2,16,4,3,5,3,0,0,-1,0,1
56572,2,1,1,1,56,9,3,0,0,0,0,-1,9,1
56573,1,1,1,1,84,11,3,0,0,0,0,-1,9,1
56574,1,3,2,2,80,11,3,0,0,1,0,-1,9,1
56575,2,2,1,1,28,6,3,0,0,0,0,-1,19,1
56576,1,1,3,1,12,3,3,5,1,0,0,-1,0,-1
56577,1,1,3,2,11,3,3,4,1,0,0,-1,0,1
56578,1,1,1,2,33,6,3,0,0,0,0,-1,9,3
56579,1,2,3,1,14,3,3,5,1,0,0,-1,0,1
56580,1,1,3,2,13,3,3,5,4,0,0,-1,0,-1
56581,1,1,3,2,12,3,3,5,2,0,0,-1,0,-1
56582,1,1,3,1,15,3,3,10,3,0,0,-1,0,-1
56583,2,1,1,2,19,4,3,0,0,0,0,-1,9,1
56584,1,1,3,2,87,11,3,8,3,0,0,-1,0,1
56585,2,1,1,1,30,6,3,0,0,0,0,-1,9,1
56586,2,2,2,2,30,6,3,0,0,1,0,-1,9,-1
56587,2,3,2,1,6,2,3,0,0,2,0,-1,9,-1
56588,1,1,1,1,31,6,3,0,0,0,0,-1,3,1
56589,2,1,1,1,33,6,3,0,0,0,0,-1,1,1
56590,2,1,1,1,27,6,3,0,0,0,0,-1,9,1
56591,1,1,1,1,32,6,2,0,0,0,0,-1,3,1
56592,2,2,2,2,51,8,3,0,0,2,0,-1,9,1
56593,2,3,2,2,10,2,3,0,0,2,0,-1,9,1
56594,2,4,2,1,26,6,3,0,0,2,0,-1,9,1
56595,2,5,2,1,1,1,3,0,0,2,0,-1,9,1
56596,3,1,2,2,30,6,3,0,0,2,0,-1,9,1
56597,3,6,1,1,28,6,3,0,0,0,0,-1,9,1
56598,1,2,1,1,33,6,3,0,0,0,0,-1,9,-1
56599,1,3,2,2,28,6,3,0,0,2,0,-1,9,-1
56600,2,1,1,1,37,7,3,0,0,0,0,-1,8,-1
56601,1,1,1,1,12,3,3,0,0,0,0,-1,1,1
56602,1,1,1,2,20,4,3,0,0,0,0,-1,9,1
56603,2,1,1,1,42,7,2,0,0,0,0,-1,3,1
56604,3,1,2,2,35,6,3,0,0,1,0,-1,9,1
56605,3,2,2,2,9,2,3,0,0,2,0,-1,9,1
56606,1,1,3,1,85,11,3,5,3,0,0,-1,0,1
56607,1,1,3,1,71,10,2,5,1,0,0,-1,0,-1
56608,1,1,3,2,12,3,2,5,4,0,0,-1,0,1
56609,1,1,3,1,51,8,3,6,9,0,0,-1,0,1
56610,1,1,3,1,44,7,3,5,3,0,0,-1,0,1
56611,1,1,3,2,24,5,3,9,5,0,0,-1,0,1
56612,2,1,1,2,26,6,3,0,0,0,0,-1,9,1
56613,2,1,1,2,64,9,3,0,0,0,0,-1,9,1
56614,1,1,3,2,63,9,3,1,3,0,0,-1,0,1
56615,2,1,1,1,83,11,3,0,0,0,0,-1,9,1
56616,1,1,2,2,35,6,2,0,0,0,2,-1,11,-1
56617,1,1,1,1,37,7,3,0,0,0,0,-1,5,1
56618,1,1,3,1,69,10,3,5,3,0,0,-1,0,-1
56619,1,1,1,1,24,5,2,0,0,0,0,-1,9,1
56620,1,2,3,2,19,4,2,5,4,0,0,-1,0,-1
56621,2,1,1,1,66,10,2,0,0,0,0,-1,9,1
56622,2,1,1,1,26,6,3,0,0,0,0,-1,5,1
56623,1,1,1,2,30,6,3,0,0,0,0,-1,9,1
56624,2,2,1,1,65,9,3,0,0,0,0,-1,9,1
56625,1,1,1,1,22,5,3,0,0,0,0,-1,9,-1
56626,2,1,1,1,20,4,3,0,0,0,0,-1,9,1
56627,2,2,2,2,21,5,3,0,0,1,0,-1,9,1
56628,2,3,2,1,18,4,3,0,0,2,0,-1,9,3
56629,1,1,1,1,7,2,3,0,0,0,0,-1,3,1
56630,4,1,1,1,41,7,3,0,0,0,0,-1,5,1
56631,1,1,3,2,13,3,3,4,3,0,0,-1,0,-1
56632,1,2,3,2,13,3,3,4,3,0,0,-1,0,-1
56633,2,1,1,1,30,6,3,0,0,0,0,-1,9,1
56634,2,1,1,2,25,5,3,0,0,0,0,-1,9,1
56635,1,1,3,1,6,2,3,5,1,0,0,-1,0,-1
56636,1,1,1,2,22,5,3,0,0,0,0,-1,9,1
56637,1,2,2,2,20,4,3,0,0,1,0,-1,9,-1
56638,2,1,1,2,43,7,3,0,0,0,0,-1,9,1
56639,1,2,2,2,16,4,3,0,0,1,0,-1,9,1
56640,2,1,1,2,56,9,3,0,0,0,0,-1,9,1
56641,1,1,1,1,18,4,3,0,0,0,0,-1,9,1
56642,1,1,3,1,40,7,3,9,5,0,0,-1,0,1
56643,1,1,3,2,25,5,3,10,2,0,0,-1,0,-1
56644,1,1,3,1,11,3,3,1,1,0,0,-1,0,1
56645,1,1,1,1,14,3,3,0,0,0,0,-1,2,-1
56646,1,1,1,2,41,7,3,0,0,0,0,-1,9,-1
56647,1,2,3,2,13,3,3,5,4,0,0,-1,0,1
56648,2,1,1,1,24,5,3,0,0,0,0,-1,5,1
56649,2,1,1,1,68,10,3,0,0,0,0,-1,1,-1
56650,1,1,1,1,30,6,3,0,0,0,0,-1,9,-1
56651,1,1,3,2,47,8,3,4,1,0,0,-1,0,-1
56652,2,1,1,1,15,3,3,0,0,0,0,-1,1,1
56653,1,1,2,2,30,6,3,0,0,0,4,-1,21,1
56654,1,1,1,2,18,4,3,0,0,0,0,-1,9,1
56655,1,2,2,2,16,4,3,0,0,2,0,-1,9,1
56656,2,1,1,1,58,9,3,0,0,0,0,-1,5,1
56657,1,1,1,1,17,4,3,0,0,0,0,-1,9,1
56658,1,3,2,1,18,4,2,0,0,1,0,-1,9,1
56659,1,4,2,1,17,4,3,0,0,2,0,-1,9,1
56660,1,5,2,1,15,3,3,0,0,2,0,-1,9,1
56661,1,6,2,1,15,3,3,0,0,2,0,-1,9,1
56662,2,2,1,1,61,9,3,0,0,0,0,-1,9,1
56663,2,1,1,1,52,8,2,0,0,0,0,-1,5,-1
56664,1,1,2,2,17,4,3,0,0,1,0,-1,9,1
56665,1,2,2,1,19,4,3,0,0,2,0,-1,9,1
56666,1,3,2,1,17,4,3,0,0,2,0,-1,9,1
56667,1,1,1,1,22,5,3,0,0,0,0,-1,9,1
56668,2,2,1,1,32,6,3,0,0,0,0,-1,9,1
56669,1,1,1,1,29,6,3,0,0,0,0,-1,9,1
56670,1,2,2,2,24,5,3,0,0,1,0,-1,9,1
56671,2,1,1,2,20,4,3,0,0,0,0,-1,9,1
56672,2,2,2,1,24,5,3,0,0,1,0,-1,9,1
56673,1,1,3,2,80,11,3,8,9,0,0,-1,0,1
56674,1,1,2,2,21,5,3,0,0,2,0,-1,9,-1
56675,2,2,2,1,47,8,3,0,0,1,0,-1,9,1
56676,2,3,1,1,21,5,3,0,0,0,0,-1,9,1
56677,2,1,1,1,55,8,3,0,0,0,0,-1,9,1
56678,1,2,2,2,59,9,3,0,0,1,0,-1,9,1
56679,2,1,1,2,62,9,3,0,0,0,0,-1,9,1
56680,1,1,1,2,18,4,3,0,0,0,0,-1,9,1
56681,1,2,2,2,23,5,3,0,0,1,0,-1,9,1
56682,2,1,1,2,58,9,3,0,0,0,0,-1,9,1
56683,2,2,2,2,32,6,3,0,0,1,0,-1,9,1
56684,2,1,2,2,30,6,3,0,0,1,0,-1,90,-1
56685,1,1,3,2,41,7,3,1,1,0,0,-1,0,1
56686,1,1,3,1,91,11,2,5,3,0,0,-1,0,1
56687,1,1,1,1,37,7,3,0,0,0,0,-1,9,1
56688,1,1,3,1,79,11,3,5,1,0,0,-1,0,1
56689,2,1,3,1,69,10,3,5,1,0,0,-1,0,-1
56690,1,1,1,2,42,7,3,0,0,0,0,-1,9,1
56691,2,2,1,2,28,6,3,0,0,0,0,-1,9,1
56692,1,1,3,1,9,2,3,5,1,0,0,-1,0,-1
56693,2,1,2,2,11,3,3,0,0,1,0,-1,9,1
56694,2,2,1,2,39,7,3,0,0,0,0,-1,9,1
56695,2,1,1,2,27,6,3,0,0,0,0,-1,9,-1
56696,2,2,2,2,60,9,3,0,0,1,0,-1,9,1
56697,1,1,3,1,17,4,3,1,1,0,0,-1,0,1
56698,1,1,3,1,22,5,3,5,1,0,0,-1,0,-1
56699,1,1,1,1,30,6,3,0,0,0,0,-1,9,1
56700,1,1,3,2,33,6,3,1,1,0,0,-1,0,1
56701,1,1,1,1,41,7,3,0,0,0,0,-1,9,1
56702,2,2,1,2,33,6,3,0,0,0,0,-1,9,1
56703,2,5,2,1,33,6,3,0,0,1,0,-1,9,1
56704,3,3,1,1,65,9,3,0,0,0,0,-1,9,1
56705,4,4,1,1,33,6,3,0,0,0,0,-1,9,1
56706,2,1,1,2,25,5,3,0,0,0,0,-1,9,-1
56707,2,2,2,1,32,6,3,0,0,1,0,-1,9,-1
56708,1,1,1,1,42,7,3,0,0,0,0,-1,9,1
56709,2,2,1,1,34,6,3,0,0,0,0,-1,9,1
56710,2,3,2,2,62,9,3,0,0,2,0,-1,9,1
56711,1,1,2,2,32,6,3,0,0,1,0,-1,9,2
56712,1,1,3,2,45,7,3,5,3,0,0,-1,0,1
56713,1,1,3,1,20,4,3,5,3,0,0,-1,0,1
56714,2,1,2,2,71,10,3,0,0,1,0,-1,9,1
56715,2,2,1,1,69,10,3,0,0,0,0,-1,9,1
56716,1,1,1,1,22,5,3,0,0,0,0,-1,9,1
56717,1,2,2,2,18,4,3,0,0,1,0,-1,9,1
56718,1,1,3,2,4,1,3,5,2,0,0,-1,0,1
56719,2,1,1,1,35,6,3,0,0,0,0,-1,8,1
56720,1,1,2,2,19,4,3,0,0,2,0,-1,9,-1
56721,2,1,2,1,37,7,3,0,0,1,0,-1,9,2
56722,2,2,2,2,36,7,3,0,0,1,0,-1,9,2
56723,2,1,1,1,47,8,3,0,0,0,0,-1,9,1
56724,2,2,2,2,20,4,3,0,0,2,0,-1,9,1
56725,2,3,2,1,20,4,3,0,0,2,0,-1,9,1
56726,1,1,1,1,27,6,3,0,0,0,0,-1,9,1
56727,2,2,1,2,73,10,2,0,0,0,0,-1,9,1
56728,2,1,2,1,10,2,3,0,0,2,0,-1,9,1
56729,2,1,1,2,33,6,3,0,0,0,0,-1,9,2
56730,2,1,1,2,73,10,3,0,0,0,0,-1,9,1
56731,2,1,1,1,49,8,3,0,0,0,0,-1,9,1
56732,1,1,2,2,75,10,3,0,0,1,0,-1,9,1
56733,1,1,3,1,2,1,3,9,9,0,0,-1,0,1
56734,2,1,1,1,28,6,3,0,0,0,0,-1,19,1
56735,2,1,1,1,18,4,3,0,0,0,0,-1,3,1
56736,2,1,1,1,57,9,3,0,0,0,0,-1,9,1
56737,2,1,1,1,37,7,3,0,0,0,0,-1,9,1
56738,2,2,2,2,8,2,3,0,0,1,0,-1,9,1
56739,2,3,2,2,5,1,3,0,0,2,0,-1,9,1
56740,2,1,1,1,29,6,3,0,0,0,0,-1,9,1
56741,1,1,1,1,29,6,3,0,0,0,0,-1,9,1
56742,4,2,1,1,62,9,3,0,0,0,0,-1,19,1
56743,1,1,1,1,20,4,3,0,0,0,0,-1,9,1
56744,1,2,2,2,20,4,3,0,0,1,0,-1,9,-1
56745,2,1,1,1,53,8,3,0,0,0,0,-1,9,1
56746,2,2,2,1,33,6,3,0,0,1,0,-1,9,1
56747,2,3,2,1,26,6,3,0,0,2,0,-1,9,-1
56748,1,1,1,1,40,7,3,0,0,0,0,-1,3,-1
56749,1,1,1,1,40,7,2,0,0,0,0,-1,5,2
56750,3,1,2,2,55,8,3,0,0,1,0,-1,9,-1
56751,1,1,1,1,26,6,3,0,0,0,0,-1,9,1
56752,1,2,2,1,20,4,3,0,0,1,0,-1,9,-1
56753,2,1,2,2,55,8,3,0,0,2,0,-1,9,1
56754,1,1,3,1,21,5,2,5,3,0,0,-1,0,-1
56755,1,1,1,2,76,11,3,0,0,0,0,-1,9,-1
56756,2,2,1,1,38,7,3,0,0,0,0,-1,9,1
56757,2,3,2,2,43,7,3,0,0,1,0,-1,9,-1
56758,2,4,2,2,16,4,3,0,0,2,0,-1,9,-1
56759,2,1,1,2,38,7,3,0,0,0,0,-1,9,1
56760,2,1,1,1,52,8,3,0,0,0,0,-1,1,-1
56761,1,1,3,1,17,4,3,5,1,0,0,-1,0,1
56762,2,1,1,1,43,7,3,0,0,0,0,-1,3,1
56763,2,1,1,1,20,4,3,0,0,0,0,-1,9,3
56764,2,1,1,1,20,4,3,0,0,0,0,-1,1,-1
56765,1,1,1,1,32,6,3,0,0,0,0,-1,9,1
56766,2,2,2,1,4,1,2,0,0,0,1,-1,11,1
56767,1,1,1,1,18,4,3,0,0,0,0,-1,9,1
56768,1,3,2,1,18,4,3,0,0,1,0,-1,9,-1
56769,1,5,2,1,18,4,3,0,0,2,0,-1,9,-1
56770,2,2,1,1,23,5,3,0,0,0,0,-1,9,1
56771,2,4,2,1,28,6,3,0,0,1,0,-1,9,-1
56772,2,6,2,1,28,6,3,0,0,2,0,-1,9,-1
56773,2,1,1,1,55,8,3,0,0,0,0,-1,9,1
56774,1,1,1,1,60,9,3,0,0,0,0,-1,9,1
56775,2,1,2,2,34,6,3,0,0,1,0,-1,9,1
56776,2,1,1,2,20,4,3,0,0,0,0,-1,9,1
56777,2,2,2,1,31,6,3,0,0,1,0,-1,9,1
56778,1,1,3,1,12,3,3,5,4,0,0,-1,0,1
56779,1,1,3,1,14,3,3,5,4,0,0,-1,0,-1
56780,2,1,2,1,50,8,3,0,0,1,0,-1,9,-1
56781,2,2,1,1,42,7,3,0,0,0,0,-1,9,1
56782,2,1,1,1,37,7,3,0,0,0,0,-1,9,1
56783,2,2,2,1,21,5,3,0,0,1,0,-1,9,1
56784,2,1,1,2,29,6,3,0,0,0,0,-1,9,1
56785,3,2,1,2,31,6,3,0,0,0,0,-1,9,-1
56786,1,1,3,1,54,8,2,5,1,0,0,-1,0,1
56787,1,1,1,2,23,5,3,0,0,0,0,-1,9,1
56788,2,1,2,1,60,9,3,0,0,1,0,-1,9,1
56789,3,1,1,1,46,8,3,0,0,0,0,-1,9,1
56790,2,1,1,2,27,6,3,0,0,0,0,-1,9,1
56791,3,2,1,2,47,8,3,0,0,0,0,-1,9,1
56792,3,1,1,1,37,7,3,0,0,0,0,-1,9,-1
56793,2,1,1,1,20,4,3,0,0,0,0,-1,9,-1
56794,3,1,1,2,22,5,3,0,0,0,0,-1,9,1
56795,2,1,1,1,17,4,3,0,0,0,0,-1,3,1
56796,1,1,3,1,44,7,3,5,3,0,0,-1,0,1
56797,2,1,1,1,55,8,2,0,0,0,0,-1,3,1
56798,1,1,3,1,40,7,3,1,4,0,0,-1,0,-1
56799,1,1,3,1,13,3,3,5,1,0,0,-1,0,1
56800,1,1,3,2,53,8,2,9,6,0,0,-1,0,1
56801,1,1,3,1,72,10,3,5,3,0,0,-1,0,1
56802,1,1,3,1,39,7,3,1,1,0,0,-1,0,-1
56803,1,1,3,2,34,6,3,5,3,0,0,-1,0,1
56804,1,1,1,2,51,8,3,0,0,0,0,-1,9,1
56805,2,2,1,2,31,6,3,0,0,0,0,-1,9,1
56806,2,3,2,2,4,1,3,0,0,2,0,-1,9,1
56807,2,1,1,1,31,6,3,0,0,0,0,-1,3,1
56808,1,1,1,2,32,6,3,0,0,0,0,-1,9,1
56809,2,1,1,2,35,6,3,0,0,0,0,-1,9,1
56810,1,1,1,1,85,11,3,0,0,0,0,-1,9,1
56811,2,2,1,1,36,7,3,0,0,0,0,-1,9,-1
56812,2,3,2,1,38,7,3,0,0,1,0,-1,9,1
56813,2,1,1,2,23,5,3,0,0,0,0,-1,9,1
56814,2,2,2,2,30,6,3,0,0,1,0,-1,9,-1
56815,2,1,1,1,64,9,3,0,0,0,0,-1,9,1
56816,2,2,2,1,35,6,3,0,0,2,4,-1,9,1
56817,2,3,2,2,61,9,3,0,0,1,4,-1,9,1
56818,1,1,1,1,43,7,3,0,0,0,0,-1,9,1
56819,1,1,3,1,13,3,3,5,1,0,0,-1,0,1
56820,1,1,1,2,22,5,3,0,0,0,0,-1,90,1
56821,1,3,2,2,30,6,3,0,0,0,0,-1,90,1
56822,2,2,1,1,62,9,3,0,0,0,0,-1,9,-1
56823,2,4,2,2,87,11,3,0,0,1,0,-1,9,-1
56824,1,1,3,1,14,3,3,8,1,0,0,-1,0,1
56825,1,1,3,1,15,3,3,4,4,0,0,-1,0,1
56826,1,1,2,1,82,11,3,0,0,0,4,-1,11,-1
56827,1,1,1,1,33,6,3,0,0,0,0,-1,19,1
56828,1,1,3,1,10,2,3,5,1,0,0,-1,0,-1
56829,2,1,1,1,33,6,3,0,0,0,0,-1,9,-1
56830,1,1,1,1,38,7,3,0,0,0,0,-1,9,1
56831,2,2,1,1,74,10,3,0,0,0,0,-1,9,1
56832,1,1,3,2,12,3,3,5,3,0,0,-1,0,-1
56833,1,1,1,2,17,4,3,0,0,0,0,-1,9,1
56834,2,1,1,1,36,7,3,0,0,0,0,-1,5,1
56835,2,1,1,1,46,8,3,0,0,0,0,-1,9,2
56836,1,1,1,2,42,7,3,0,0,0,0,-1,9,1
56837,2,1,1,2,49,8,3,0,0,0,0,-1,9,1
56838,2,1,1,1,9,2,3,0,0,0,0,-1,1,-1
56839,2,1,2,1,18,4,3,0,0,1,0,-1,9,1
56840,1,1,1,1,41,7,3,0,0,0,0,-1,5,1
56841,1,1,1,2,41,7,3,0,0,0,0,-1,9,3
56842,2,2,1,2,46,8,3,0,0,0,0,-1,9,1
56843,1,1,3,2,28,6,3,9,8,0,0,-1,0,-1
56844,1,1,1,1,12,3,3,0,0,0,0,-1,1,1
56845,1,1,3,1,11,3,3,9,8,0,0,-1,0,1
56846,1,1,2,1,25,5,3,0,0,1,0,-1,9,1
56847,2,1,2,2,20,4,3,0,0,1,0,-1,9,1
56848,2,1,1,1,25,5,3,0,0,0,0,-1,3,1
56849,1,1,1,1,39,7,2,0,0,0,0,-1,9,1
56850,2,2,1,1,27,6,3,0,0,0,0,-1,9,-1
56851,2,3,2,2,23,5,3,0,0,1,0,-1,9,1
56852,2,1,1,1,55,8,3,0,0,0,0,-1,9,1
56853,1,1,2,1,17,4,3,0,0,2,0,-1,9,-1
56854,1,2,2,1,17,4,3,0,0,2,0,-1,9,1
56855,2,1,2,1,20,4,3,0,0,1,0,-1,9,1
56856,1,1,1,1,17,4,3,0,0,0,0,-1,9,3
56857,3,2,1,1,56,9,3,0,0,0,0,-1,19,1
56858,2,1,2,2,35,6,3,0,0,0,0,-1,5,-1
56859,2,1,1,1,16,4,3,0,0,0,0,-1,2,1
56860,2,1,1,1,23,5,3,0,0,0,0,-1,1,-1
56861,1,1,3,1,14,3,3,5,1,0,0,-1,0,1
56862,1,1,3,1,10,2,3,5,2,0,0,-1,0,1
56863,1,1,2,2,25,5,3,0,0,2,0,-1,9,1
56864,1,1,3,2,30,6,3,9,6,0,0,-1,0,1
56865,1,1,3,2,14,3,3,5,1,0,0,-1,0,-1
56866,2,1,1,1,41,7,3,0,0,0,0,-1,9,1
56867,2,2,2,2,36,7,3,0,0,1,0,-1,9,1
56868,2,1,1,2,29,6,3,0,0,0,0,-1,9,1
56869,1,1,3,2,21,5,2,5,4,0,0,-1,0,1
56870,1,2,3,2,1,1,3,5,4,0,0,-1,0,1
56871,2,1,1,1,27,6,3,0,0,0,0,-1,9,-1
56872,2,2,2,2,20,4,3,0,0,1,0,-1,9,-1
56873,1,1,1,1,31,6,3,0,0,0,0,-1,9,1
56874,1,1,3,2,8,2,3,5,3,0,0,-1,0,-1
56875,2,1,1,1,14,3,3,0,0,0,0,-1,1,1
56876,2,1,1,1,56,9,3,0,0,0,0,-1,9,-1
56877,1,1,3,2,13,3,3,5,1,0,0,-1,0,-1
56878,1,2,3,2,12,3,3,5,1,0,0,-1,0,-1
56879,1,1,3,1,2,1,2,5,1,0,0,-1,0,-1
56880,2,1,1,2,30,6,3,0,0,0,0,-1,9,3
56881,1,1,1,2,9,2,3,0,0,0,0,-1,1,1
56882,2,2,2,2,34,6,3,0,0,1,0,-1,9,-1
56883,2,3,2,2,10,2,3,0,0,2,0,-1,9,-1
56884,3,1,1,1,26,6,3,0,0,0,0,-1,9,-1
56885,1,1,3,1,73,10,3,5,1,0,0,-1,0,1
56886,1,1,3,1,15,3,3,5,2,0,0,-1,0,1
56887,2,1,2,2,33,6,3,0,0,1,0,-1,9,-1
56888,1,1,1,1,20,4,3,0,0,0,0,-1,9,1
56889,1,2,2,1,20,4,3,0,0,1,0,-1,9,1
56890,2,3,1,1,20,4,3,0,0,0,0,-1,9,1
56891,2,4,2,1,20,4,3,0,0,1,0,-1,9,1
56892,2,5,2,1,21,5,3,0,0,2,0,-1,9,1
56893,1,1,1,1,18,4,3,0,0,0,0,-1,3,-1
56894,2,2,1,2,25,5,3,0,0,0,0,-1,9,-1
56895,2,1,1,2,31,6,3,0,0,0,0,-1,9,-1
56896,1,1,1,1,38,7,3,0,0,0,0,-1,9,-1
56897,2,2,1,2,22,5,3,0,0,0,0,-1,9,-1
56898,2,1,1,1,23,5,3,0,0,0,0,-1,9,1
56899,2,1,1,2,48,8,3,0,0,0,0,-1,9,-1
56900,2,1,1,1,37,7,3,0,0,0,0,-1,9,1
56901,1,1,3,1,14,3,3,10,3,0,0,-1,0,-1
56902,2,1,1,2,47,8,3,0,0,0,0,-1,9,3
56903,2,1,1,2,45,7,3,0,0,0,0,-1,9,1
56904,2,1,1,1,44,7,3,0,0,0,0,-1,9,1
56905,1,1,3,1,4,1,3,5,1,0,0,-1,0,-1
56906,2,1,2,2,54,8,3,0,0,0,0,-1,19,2
56907,2,1,1,1,52,8,3,0,0,0,0,-1,9,1
56908,2,1,1,1,32,6,3,0,0,0,0,-1,9,1
56909,2,2,2,1,31,6,3,0,0,1,0,-1,9,1
56910,2,1,2,1,50,8,3,0,0,1,0,-1,9,-1
56911,1,1,1,1,18,4,3,0,0,0,0,-1,9,1
56912,1,2,2,1,16,4,3,0,0,1,0,-1,9,-1
56913,1,1,2,2,2,1,3,0,0,2,0,-1,9,1
56914,2,1,1,2,49,8,3,0,0,0,0,-1,9,1
56915,1,1,1,2,32,6,3,0,0,0,0,-1,9,1
56916,2,2,1,1,41,7,3,0,0,0,0,-1,9,1
56917,2,1,1,1,47,8,3,0,0,0,0,-1,9,1
56918,1,1,3,1,12,3,3,5,2,0,0,-1,0,-1
56919,1,1,3,1,13,3,3,5,1,0,0,-1,0,1
56920,2,1,2,2,38,7,3,0,0,1,0,-1,9,1
56921,2,1,1,1,34,6,3,0,0,0,0,-1,9,1
56922,1,1,2,1,55,8,3,0,0,1,0,-1,9,1
56923,1,1,2,1,11,3,3,0,0,2,0,-1,9,1
56924,2,2,2,2,39,7,3,0,0,1,0,-1,9,1
56925,1,1,1,1,25,5,2,0,0,0,0,-1,5,1
56926,2,1,1,1,16,4,3,0,0,0,0,-1,3,-1
